contract_id,category,budget_usd,compliance_history,urgency,contract_duration_days,num_line_items,lead_time_buffer_days,vendor_score,past_disputes,vendor_is_local,previous_contracts,region,delayed
CT-05783,Networking,29151.62,66,Low,60,13,21,7.6,3,0,19,Asia,1
CT-04186,Cloud License,23940.57,47,High,120,3,37,6.8,0,0,19,Asia,0
CT-07436,Hardware,121285.48,85,Critical,120,10,58,5.8,0,1,20,LATAM,1
CT-02703,Services,45637.79,84,Low,120,4,53,7.5,1,0,5,LATAM,0
CT-00328,Cloud License,16784.59,38,High,365,10,50,8.2,0,0,4,Asia,0
CT-07113,Hardware,22373.56,44,Critical,90,14,57,8.3,0,1,18,North America,0
CT-06138,Hardware,68632.24,23,High,120,4,51,6.3,0,0,5,LATAM,0
CT-02434,Services,103492.5,53,Medium,365,14,54,10.0,0,1,17,Europe,0
CT-06172,Hardware,500000,42,High,270,3,58,8.7,0,1,2,North America,1
CT-03970,Services,218123.22,82,Critical,270,15,59,6.6,0,0,2,Asia,0
CT-03472,Networking,166653.79,96,High,270,11,51,5.3,1,0,0,LATAM,0
CT-05163,Hardware,255463.52,56,Critical,180,5,25,7.0,1,1,20,LATAM,1
CT-02746,Networking,48546.62,65,Low,60,6,13,5.1,0,1,13,North America,0
CT-00920,Hardware,12862.71,71,Low,90,2,43,6.4,0,1,15,Europe,1
CT-00748,Services,58528.94,100,High,120,9,46,7.2,1,0,8,Europe,0
CT-00690,Services,322465.28,39,High,120,7,27,6.2,0,0,0,LATAM,1
CT-06238,Software,14211.33,89,High,90,2,27,4.6,0,0,1,LATAM,1
CT-06899,Networking,14290.0,83,High,60,8,34,8.6,3,0,16,LATAM,0
CT-05170,Software,11855.78,41,Medium,365,13,28,8.0,0,0,4,North America,0
CT-01119,Networking,38270.24,62,High,45,9,3,6.9,0,1,6,Asia,0
CT-03360,Software,45962.04,54,Medium,365,13,60,5.5,0,0,1,LATAM,0
CT-01024,Software,44321.96,70,Low,60,13,53,7.0,0,1,2,Asia,0
CT-04531,Cloud License,6242.86,75,High,120,11,27,8.6,0,0,4,North America,0
CT-00900,Hardware,137056.15,68,Critical,90,8,41,6.2,2,0,1,Asia,1
CT-03156,Cloud License,11557.14,46,High,60,12,48,6.0,0,0,10,Europe,0
CT-06144,Services,57836.04,53,Medium,45,12,8,3.8,2,0,2,Asia,1
CT-01005,Software,23885.41,69,Medium,270,3,16,6.7,0,0,0,LATAM,0
CT-05668,Cloud License,16286.86,68,Critical,30,13,3,5.4,1,0,8,Asia,1
CT-05495,Networking,11115.81,70,Medium,30,9,42,5.8,0,1,20,Europe,1
CT-00437,Cloud License,66040.07,41,Critical,365,8,38,5.8,2,0,12,LATAM,1
CT-04278,Services,40281.66,59,Low,180,1,40,7.9,1,1,0,LATAM,1
CT-04059,Software,92749.43,45,Medium,365,5,25,5.5,1,1,13,North America,1
CT-01887,Networking,34383.67,42,Medium,120,7,9,6.2,0,0,9,Asia,0
CT-01297,Services,94895.05,44,Low,30,6,13,6.3,0,1,1,Europe,1
CT-04277,Cloud License,228574.02,51,Low,60,10,57,4.6,0,1,14,Asia,1
CT-03587,Software,64097.59,57,Medium,120,11,58,6.0,0,1,18,Asia,0
CT-01707,Hardware,9248.6,53,Medium,270,2,22,2.1,0,0,12,North America,0
CT-05518,Services,81485.23,45,Critical,45,5,42,8.3,2,0,4,Europe,1
CT-04051,Networking,31224.54,70,Medium,180,4,16,9.1,3,0,13,Asia,0
CT-07802,Networking,100631.89,55,Critical,30,11,21,5.3,0,0,17,Europe,1
CT-02652,Software,118330.91,58,High,365,8,41,7.4,0,0,5,North America,0
CT-07890,Networking,156241.59,63,Low,180,14,15,10.0,1,0,9,Asia,0
CT-04182,Software,476877.36,44,Medium,60,4,22,6.1,2,0,10,Europe,1
CT-05711,Software,18370.68,65,Medium,90,9,42,5.0,1,1,8,LATAM,1
CT-04476,Hardware,15580.53,78,Critical,270,12,16,4.8,0,0,14,Europe,1
CT-04967,Networking,67517.47,61,Critical,365,1,31,9.0,0,0,11,Europe,1
CT-01839,Software,500000,62,Medium,270,14,48,8.3,2,1,12,North America,0
CT-03145,Cloud License,37416.79,37,Medium,270,1,21,10.0,0,1,11,Europe,0
CT-02530,Services,276951.44,36,Critical,120,2,59,7.3,0,0,6,North America,1
CT-01498,Cloud License,84335.41,88,Low,45,13,44,8.8,0,0,9,Europe,0
CT-00868,Services,41395.6,36,Medium,270,7,20,7.1,1,0,0,Europe,1
CT-06621,Networking,40753.95,53,Low,120,6,56,3.7,1,0,19,LATAM,1
CT-04981,Services,55507.39,81,High,365,1,6,8.6,0,1,13,LATAM,0
CT-06499,Hardware,19659.46,59,High,180,11,26,6.1,0,0,9,Asia,1
CT-04486,Cloud License,46136.72,35,Medium,270,6,31,7.5,0,1,3,LATAM,0
CT-01465,Hardware,71097.52,71,High,60,1,27,8.1,0,0,14,North America,0
CT-07871,Cloud License,305879.31,32,Low,45,5,52,8.3,0,0,18,Europe,1
CT-06364,Services,4322.61,45,Critical,270,13,3,7.5,0,1,6,North America,1
CT-00404,Cloud License,95244.47,52,High,180,12,6,2.6,0,0,12,North America,1
CT-04297,Cloud License,13957.21,51,Medium,30,8,54,6.6,3,1,20,LATAM,1
CT-05604,Networking,122010.61,55,Critical,365,11,59,6.4,0,0,14,Asia,0
CT-01402,Networking,194406.0,58,High,270,12,56,8.5,0,1,5,North America,0
CT-00100,Networking,34482.1,71,Low,30,6,53,7.7,1,0,18,Asia,0
CT-05451,Software,31089.78,87,High,365,14,35,5.1,1,0,1,North America,0
CT-04386,Networking,45201.6,88,High,180,9,44,2.9,0,1,18,Europe,0
CT-03812,Services,75212.24,43,High,365,14,23,7.1,0,1,17,North America,1
CT-07310,Services,26051.35,66,Critical,90,11,32,8.5,0,0,11,Asia,1
CT-04471,Services,122441.57,87,Medium,180,6,11,6.0,2,0,0,Europe,1
CT-05206,Software,14628.59,68,Critical,45,3,26,3.7,0,1,0,LATAM,1
CT-07055,Hardware,50360.89,59,Low,30,8,8,6.1,0,0,14,North America,0
CT-07921,Services,19796.78,80,Low,120,12,32,5.8,1,1,14,North America,0
CT-01936,Services,12917.44,63,High,365,1,4,5.9,1,0,0,Europe,1
CT-01499,Cloud License,2377.26,51,Medium,180,12,41,6.1,0,1,17,Asia,1
CT-00246,Cloud License,51091.58,50,Medium,365,14,13,8.4,0,1,1,LATAM,0
CT-00460,Services,13179.6,75,Low,120,7,45,3.2,0,1,8,LATAM,1
CT-05962,Hardware,11431.33,67,Low,180,1,23,8.8,0,1,3,Europe,1
CT-00198,Cloud License,28856.83,74,High,60,13,46,5.6,1,0,10,Asia,1
CT-04691,Networking,49502.17,37,High,120,1,41,7.8,1,1,12,Europe,1
CT-05597,Networking,30994.31,56,Low,270,5,59,6.8,0,0,6,North America,1
CT-00266,Hardware,54152.34,43,Critical,270,13,54,7.4,1,0,20,North America,1
CT-03564,Software,77596.97,55,High,90,6,50,6.6,0,1,12,LATAM,0
CT-03535,Hardware,51479.16,43,High,180,7,28,8.1,2,0,17,LATAM,0
CT-06428,Hardware,70134.53,44,Low,120,14,17,6.8,2,0,17,Asia,1
CT-05788,Networking,84991.05,77,Critical,45,10,34,4.3,1,0,9,Asia,1
CT-06896,Hardware,50895.6,53,High,30,10,13,8.1,0,0,18,Europe,0
CT-05042,Software,500000,86,Medium,270,13,32,4.4,0,0,5,LATAM,1
CT-04411,Services,62262.58,44,Critical,30,7,38,3.8,0,1,20,LATAM,0
CT-02966,Networking,72191.05,51,Critical,45,1,42,8.5,0,0,11,Europe,0
CT-00880,Services,78252.73,53,Medium,270,1,15,7.0,0,0,16,Asia,1
CT-03800,Hardware,17228.94,41,High,180,14,5,3.9,0,0,2,Asia,1
CT-07562,Services,184627.98,44,Low,90,12,36,7.6,0,0,14,LATAM,1
CT-06013,Services,220073.04,93,Medium,180,5,33,5.4,1,0,11,LATAM,1
CT-01012,Networking,47652.69,86,High,120,12,51,4.0,0,0,12,LATAM,0
CT-01749,Cloud License,104616.3,37,High,180,3,40,3.0,0,0,14,Asia,0
CT-03168,Software,500000,88,High,60,1,28,7.4,2,1,8,Europe,1
CT-04371,Networking,91625.1,61,Medium,270,3,56,7.2,0,0,13,North America,0
CT-00809,Cloud License,123703.22,78,Critical,60,8,52,6.2,0,1,6,LATAM,0
CT-00725,Hardware,32127.24,38,High,45,4,22,6.4,0,0,16,Asia,0
CT-05405,Services,297180.58,80,High,45,6,15,5.3,0,1,7,Asia,1
CT-01633,Cloud License,9265.11,45,Low,270,4,3,3.4,0,1,4,Asia,1
CT-07018,Cloud License,33746.26,68,Critical,45,7,48,8.1,2,0,10,LATAM,0
CT-05690,Networking,500000,67,High,30,11,48,6.4,0,0,14,Europe,0
CT-00035,Cloud License,17960.83,78,Medium,270,12,13,6.8,1,1,19,Asia,0
CT-02425,Services,5117.11,59,Low,60,5,52,6.6,0,1,9,LATAM,1
CT-07047,Cloud License,33362.63,65,Low,180,14,45,6.6,0,1,5,LATAM,0
CT-00039,Software,487774.89,27,High,270,7,48,4.7,0,1,20,LATAM,1
CT-02603,Software,28981.58,72,High,270,12,12,7.1,1,0,8,North America,1
CT-03852,Services,50664.24,52,Critical,45,12,30,6.0,0,1,1,LATAM,1
CT-06075,Cloud License,77440.64,50,Medium,365,7,32,7.8,0,0,3,LATAM,1
CT-00084,Cloud License,72068.13,63,Medium,270,5,10,2.6,0,1,14,Europe,0
CT-01555,Services,16530.58,53,High,180,2,32,5.7,0,0,11,Asia,0
CT-05626,Cloud License,3382.21,60,High,120,6,52,8.0,0,0,3,Asia,0
CT-00831,Networking,216084.29,46,Critical,60,5,24,6.4,1,0,17,LATAM,1
CT-04582,Hardware,23188.78,7,Low,90,2,34,5.7,0,1,7,LATAM,0
CT-02717,Cloud License,69570.66,24,Low,90,7,26,5.7,0,0,7,Asia,0
CT-04924,Networking,2514.73,80,High,30,15,42,6.2,0,0,6,LATAM,0
CT-01392,Services,20917.42,23,Low,365,9,9,5.7,0,1,1,North America,1
CT-04208,Hardware,86087.07,38,High,180,9,31,7.0,1,1,12,North America,1
CT-01428,Software,59502.95,44,Medium,30,13,3,4.4,0,1,14,North America,1
CT-04559,Services,148343.3,54,Critical,120,1,19,1.8,1,1,0,Asia,1
CT-00273,Software,43103.21,45,High,90,14,54,7.8,3,1,16,North America,0
CT-07706,Hardware,386349.66,52,Critical,60,4,60,5.5,1,0,17,North America,1
CT-02027,Networking,83154.92,51,Critical,90,4,47,1.3,0,0,3,Asia,0
CT-03527,Cloud License,131298.67,63,Medium,45,6,20,8.1,0,0,11,North America,0
CT-06658,Software,80402.98,65,Critical,180,15,43,4.8,1,0,1,Europe,1
CT-01075,Software,6069.59,68,Low,365,8,42,6.4,0,0,4,Asia,1
CT-06813,Services,97750.71,53,High,180,4,27,5.7,2,0,13,Asia,1
CT-02497,Services,79832.19,65,Medium,270,4,10,5.3,0,0,12,Asia,0
CT-01960,Software,104922.86,47,Critical,365,8,34,6.8,1,1,6,North America,1
CT-01226,Networking,17876.44,31,Critical,365,3,39,4.0,0,0,0,Europe,1
CT-06507,Services,23972.29,92,Low,90,13,6,7.6,0,0,18,LATAM,1
CT-06855,Hardware,36959.18,74,High,60,8,39,7.3,0,1,11,North America,0
CT-02725,Cloud License,82284.32,29,Low,180,9,58,4.9,0,1,6,Asia,1
CT-02641,Hardware,154293.9,68,Medium,30,8,37,4.0,0,1,20,Europe,0
CT-00634,Hardware,111743.22,74,Low,365,5,51,8.4,0,0,18,North America,0
CT-04412,Hardware,445893.43,82,Medium,60,7,13,8.5,0,1,20,Asia,1
CT-01782,Cloud License,78948.65,44,High,60,6,52,5.1,1,1,5,Asia,0
CT-07148,Hardware,11357.63,72,Medium,90,15,27,6.0,0,1,12,Asia,1
CT-04528,Hardware,84868.9,80,Low,180,6,5,4.0,0,0,0,LATAM,1
CT-01266,Cloud License,128933.73,55,Low,180,14,19,4.3,1,1,5,Asia,0
CT-03900,Cloud License,3781.05,82,Medium,180,11,7,9.2,0,0,18,North America,0
CT-07902,Networking,85498.12,34,Low,45,6,19,8.5,1,1,3,North America,0
CT-06830,Services,26072.81,69,Low,30,6,16,5.3,1,0,16,Asia,1
CT-05716,Hardware,58654.13,75,Medium,45,8,9,4.5,0,0,6,LATAM,0
CT-03259,Services,40096.14,49,High,365,10,39,5.0,1,1,8,North America,0
CT-01430,Hardware,61342.47,59,Low,90,9,42,7.0,1,0,18,LATAM,1
CT-01289,Software,8297.02,14,Medium,180,15,14,6.3,0,1,2,North America,0
CT-00293,Software,2883.66,57,Critical,90,8,50,10.0,0,1,8,Europe,0
CT-03917,Cloud License,140542.72,16,Low,45,3,42,7.4,1,0,18,Europe,1
CT-07508,Networking,21204.07,99,Medium,60,12,33,5.2,1,0,10,LATAM,0
CT-03503,Software,91384.26,60,Critical,180,10,35,8.7,1,0,12,Asia,1
CT-03438,Cloud License,173929.29,45,Medium,180,5,15,5.1,1,1,19,LATAM,0
CT-07518,Cloud License,40035.79,52,High,45,11,60,7.3,0,1,20,LATAM,0
CT-03075,Cloud License,14648.41,53,Critical,365,9,32,6.7,0,1,17,North America,1
CT-00410,Networking,31418.29,36,Critical,120,3,53,6.4,3,1,1,Asia,1
CT-04615,Services,28855.2,23,High,180,2,9,5.7,1,0,7,Asia,1
CT-05749,Networking,11832.86,55,High,120,1,23,7.4,1,0,10,LATAM,0
CT-01652,Services,25300.56,43,Critical,180,8,53,5.9,2,0,3,North America,1
CT-05290,Cloud License,75618.65,80,Critical,120,2,47,6.7,1,0,19,Asia,0
CT-06982,Cloud License,159535.41,66,High,120,14,24,5.0,1,0,18,LATAM,0
CT-06999,Cloud License,63390.51,100,Low,90,1,30,4.9,0,0,17,Europe,0
CT-05027,Cloud License,69298.07,72,Medium,365,13,46,5.2,0,0,14,Europe,0
CT-02763,Networking,24901.69,79,Critical,270,10,59,6.4,0,1,1,North America,0
CT-06837,Software,36819.44,70,Critical,60,10,54,5.5,0,1,12,Asia,0
CT-04193,Networking,213355.53,50,Low,30,15,19,6.3,0,0,8,LATAM,1
CT-03955,Networking,33762.54,71,High,30,14,43,8.7,2,0,3,North America,0
CT-06783,Hardware,315458.46,64,High,30,13,19,4.8,1,0,13,Europe,1
CT-06627,Hardware,412930.59,70,Low,120,9,21,7.5,0,1,18,North America,0
CT-05071,Software,91278.88,10,Critical,60,12,13,6.8,0,0,5,LATAM,0
CT-02152,Cloud License,81784.2,47,Medium,180,5,54,6.7,0,0,5,North America,1
CT-06180,Networking,109699.22,80,High,90,1,27,4.0,3,1,10,North America,0
CT-07412,Software,18955.19,78,Critical,270,5,12,7.3,0,1,15,Europe,1
CT-06156,Cloud License,83066.81,62,High,90,7,6,2.2,0,1,20,LATAM,1
CT-00676,Services,18900.8,54,Critical,180,8,3,7.2,0,0,19,Asia,1
CT-07937,Networking,76410.28,61,Critical,120,5,38,8.5,0,0,20,North America,1
CT-03287,Services,112142.88,65,Low,120,5,17,5.9,0,0,15,LATAM,0
CT-01525,Cloud License,67470.86,54,High,120,11,4,5.5,2,1,20,LATAM,0
CT-03446,Software,5198.78,91,High,365,13,50,3.4,0,1,19,LATAM,1
CT-01317,Hardware,32661.28,100,Low,180,3,9,6.9,1,0,13,LATAM,1
CT-04808,Networking,18255.41,55,Critical,45,8,17,5.5,0,1,20,LATAM,0
CT-01453,Hardware,35082.3,78,Critical,270,11,20,5.7,1,1,10,LATAM,0
CT-03072,Cloud License,6559.92,65,High,365,7,52,5.6,1,0,7,North America,0
CT-06605,Cloud License,24977.74,61,High,90,15,49,4.3,3,1,19,Asia,1
CT-07786,Cloud License,265762.22,79,Medium,30,11,46,7.7,1,0,13,LATAM,0
CT-01037,Hardware,63017.38,84,High,180,12,11,10.0,0,1,1,North America,0
CT-03470,Hardware,57166.78,19,Medium,180,11,36,6.6,0,0,20,LATAM,1
CT-06548,Services,32855.35,50,Medium,120,12,4,8.3,1,1,11,Europe,0
CT-04404,Cloud License,46651.16,64,Critical,120,10,46,8.5,0,0,11,North America,0
CT-07178,Cloud License,35754.82,50,Critical,270,7,34,10.0,0,0,19,Asia,0
CT-02744,Networking,46260.45,67,Medium,365,6,9,2.5,0,0,16,Europe,1
CT-01641,Networking,37017.61,59,Critical,90,3,29,5.3,0,1,10,Asia,0
CT-05480,Services,69125.17,75,Critical,30,7,27,4.7,1,1,12,Europe,0
CT-07354,Cloud License,22476.62,100,Medium,120,13,26,8.3,0,1,10,LATAM,0
CT-07505,Software,79361.78,59,Low,45,6,30,7.7,2,1,1,Europe,0
CT-00519,Services,17497.81,52,High,30,9,40,7.9,1,0,7,North America,0
CT-07105,Cloud License,129441.05,55,Medium,120,13,15,5.2,1,0,5,LATAM,1
CT-02519,Hardware,56984.13,67,High,30,6,5,7.9,0,1,1,LATAM,0
CT-04913,Services,8474.47,61,Medium,365,2,40,8.4,0,0,10,LATAM,1
CT-02302,Services,30808.54,55,Critical,90,1,15,7.7,1,1,20,North America,0
CT-06239,Hardware,500000,33,Medium,60,1,41,6.8,0,1,12,North America,1
CT-05759,Networking,109771.69,73,Low,270,15,49,6.7,1,1,16,Europe,1
CT-01660,Hardware,7006.6,48,Medium,60,10,46,9.3,0,0,7,North America,0
CT-07509,Services,93232.09,29,Critical,90,6,30,8.0,0,0,9,North America,1
CT-02074,Networking,263101.23,79,Critical,365,4,57,6.5,0,1,17,Asia,0
CT-02984,Hardware,18867.59,85,High,120,8,19,7.7,1,1,12,North America,0
CT-00370,Software,114381.62,55,Critical,60,3,3,6.8,1,0,13,Europe,0
CT-06133,Software,19837.12,68,Low,90,9,29,4.1,0,1,1,Europe,0
CT-05165,Cloud License,146302.26,51,Medium,45,12,13,7.5,0,1,19,Europe,0
CT-02962,Networking,51201.79,63,Low,90,1,3,5.9,0,0,12,LATAM,0
CT-05084,Cloud License,44879.02,20,Medium,180,10,6,6.2,0,0,2,LATAM,1
CT-07610,Services,167270.06,79,Critical,270,4,26,4.3,0,1,1,North America,0
CT-02479,Networking,79648.36,91,High,365,5,41,7.4,0,0,7,North America,0
CT-03163,Hardware,145190.89,76,High,270,3,30,8.5,0,0,15,North America,1
CT-05032,Networking,162024.53,70,Critical,60,10,15,7.6,2,1,0,North America,1
CT-00032,Networking,129911.59,43,Critical,120,13,18,7.3,1,0,7,North America,1
CT-07625,Services,18476.07,42,Low,90,8,14,6.0,2,1,9,Europe,1
CT-00706,Services,113020.02,57,Medium,90,9,60,6.2,0,0,13,Asia,0
CT-07494,Cloud License,8786.82,40,High,365,13,7,5.0,0,1,18,Asia,0
CT-04152,Software,48314.89,51,Medium,180,13,39,5.4,0,0,5,LATAM,0
CT-06042,Cloud License,21234.72,50,High,60,1,21,8.8,0,0,1,Europe,1
CT-03416,Software,424650.51,61,Low,120,9,55,8.2,0,0,2,LATAM,0
CT-07940,Software,4838.71,51,Medium,120,2,3,7.2,1,0,20,North America,1
CT-04441,Services,22428.92,52,Medium,30,7,56,5.1,0,1,0,Europe,0
CT-02298,Cloud License,45295.5,61,High,60,5,39,7.3,0,0,19,North America,0
CT-07266,Services,24924.17,42,High,30,9,41,4.0,0,0,14,LATAM,0
CT-02827,Software,18992.92,43,Low,365,5,27,8.1,0,0,6,North America,0
CT-07126,Software,6818.07,72,Critical,90,12,9,6.7,1,1,5,Asia,1
CT-00662,Services,34735.57,67,Low,270,12,22,6.0,0,1,10,LATAM,1
CT-03799,Software,18984.84,79,High,60,14,56,7.7,0,0,4,North America,0
CT-00589,Cloud License,10268.39,56,Critical,60,7,39,3.9,1,0,20,North America,1
CT-00704,Hardware,16326.18,40,High,30,4,17,6.7,0,1,17,Europe,0
CT-00123,Cloud License,97236.26,68,Medium,30,12,11,2.5,0,1,15,Asia,1
CT-03641,Software,93584.4,58,High,270,9,40,4.7,0,0,12,North America,0
CT-06418,Software,120949.53,62,Low,30,8,4,5.6,0,1,4,Asia,0
CT-01228,Cloud License,33923.79,55,Medium,90,10,47,7.3,0,0,20,LATAM,0
CT-02464,Services,15007.32,53,Low,270,4,4,7.7,0,0,6,North America,1
CT-07879,Hardware,55982.12,72,Medium,180,11,25,7.3,0,0,2,Asia,0
CT-03867,Software,5697.7,92,Medium,45,13,53,4.6,1,1,17,Asia,1
CT-02095,Networking,154358.38,70,Low,90,5,30,4.4,0,0,18,Asia,1
CT-06753,Services,15858.33,64,Medium,365,2,17,7.1,0,1,15,Asia,0
CT-07642,Services,63988.45,56,Low,270,11,54,3.3,1,0,19,Asia,1
CT-07714,Cloud License,331309.81,80,Critical,90,12,31,9.0,2,1,5,North America,0
CT-07022,Services,3421.6,44,Critical,365,10,4,7.1,0,1,3,Asia,1
CT-04350,Networking,76823.48,95,Medium,90,9,58,5.9,2,1,20,Europe,0
CT-01792,Cloud License,68686.77,59,High,60,1,43,5.9,2,1,9,Asia,0
CT-06151,Hardware,16895.75,49,Critical,45,3,9,6.8,0,0,12,Asia,1
CT-07388,Services,8582.14,64,Low,45,14,22,8.2,0,0,8,LATAM,0
CT-07457,Services,17269.12,74,Low,120,5,41,3.9,1,1,8,LATAM,1
CT-02520,Services,63685.59,100,Critical,60,11,7,8.9,0,0,14,LATAM,0
CT-01798,Services,75433.17,50,High,270,9,33,6.0,2,1,5,North America,0
CT-00946,Networking,16862.41,24,Medium,180,9,36,6.0,1,1,9,Asia,1
CT-02715,Services,48277.62,56,Medium,180,14,5,6.4,0,1,7,Asia,1
CT-00500,Networking,28429.05,72,High,45,9,13,6.2,1,0,13,Asia,0
CT-00385,Cloud License,24177.14,65,Critical,90,1,27,5.9,3,1,15,Asia,0
CT-04325,Cloud License,85238.98,52,Low,45,2,24,9.0,0,1,9,LATAM,0
CT-01664,Software,235153.08,61,Medium,180,1,8,6.3,1,1,14,Asia,0
CT-00578,Cloud License,106907.12,81,Critical,60,11,49,6.1,0,0,19,North America,0
CT-07606,Hardware,8517.31,84,High,180,7,38,5.8,1,0,20,Asia,1
CT-02249,Hardware,5479.38,67,Low,270,1,7,5.1,0,0,6,Asia,1
CT-02289,Services,26404.8,68,Low,60,3,4,6.5,0,1,2,North America,1
CT-02051,Hardware,331955.82,58,Medium,60,13,13,6.3,0,1,18,LATAM,1
CT-03591,Software,500000,64,Low,180,10,19,4.0,0,1,19,LATAM,1
CT-02886,Hardware,296118.4,47,High,270,1,54,6.0,1,0,14,North America,0
CT-06737,Cloud License,27718.18,55,High,365,12,13,7.1,0,0,6,Asia,0
CT-00807,Services,31914.6,53,Medium,60,10,45,7.2,0,1,15,North America,0
CT-05328,Cloud License,13370.83,80,Medium,270,13,26,3.6,0,0,17,LATAM,0
CT-04135,Cloud License,20254.97,82,Low,30,8,47,10.0,3,0,20,LATAM,0
CT-04266,Hardware,63763.55,70,Medium,30,8,42,5.3,3,0,3,LATAM,1
CT-04543,Cloud License,2134.47,63,Critical,365,8,16,8.3,2,1,4,Asia,0
CT-01165,Services,106221.78,65,Medium,60,4,23,5.1,0,1,18,LATAM,1
CT-01517,Cloud License,188611.74,72,Medium,30,14,37,9.6,0,1,13,North America,1
CT-02605,Networking,103014.62,52,High,90,4,22,6.7,0,1,19,North America,1
CT-00225,Services,23493.49,64,Low,270,9,4,7.7,2,1,0,Europe,1
CT-02583,Software,87412.27,80,Critical,365,4,3,7.5,2,0,6,North America,1
CT-06401,Hardware,112617.09,62,Critical,90,6,37,7.3,0,1,9,Europe,0
CT-02253,Hardware,22891.38,72,High,180,12,35,7.4,0,0,2,Asia,0
CT-06476,Hardware,27872.77,45,High,180,6,46,5.7,1,1,10,North America,0
CT-02611,Cloud License,54405.17,62,Critical,30,14,10,7.5,2,0,16,Europe,0
CT-03487,Hardware,24605.16,82,High,270,11,18,3.8,0,1,14,Europe,1
CT-05298,Networking,2173.57,78,High,120,6,15,6.3,1,0,11,Europe,1
CT-03402,Networking,2844.24,46,High,60,3,23,8.4,2,0,19,Europe,1
CT-07601,Software,305248.21,30,Critical,180,10,28,9.4,1,0,14,North America,1
CT-00538,Software,26447.16,82,Critical,90,9,24,9.6,0,1,2,Europe,0
CT-06353,Services,372281.18,56,Medium,365,8,47,6.9,0,0,0,Asia,1
CT-00729,Hardware,38072.37,76,High,45,12,48,7.9,2,0,13,North America,1
CT-05208,Hardware,3780.77,53,Low,45,13,45,6.2,1,1,8,North America,0
CT-06866,Hardware,58991.18,61,Critical,120,10,50,7.1,0,1,14,LATAM,0
CT-06679,Services,100084.3,40,Medium,45,2,4,7.3,2,0,9,LATAM,0
CT-04660,Cloud License,67762.94,65,High,60,11,5,9.7,0,1,19,North America,1
CT-04856,Software,10296.25,55,Medium,270,7,53,10.0,0,1,5,Europe,0
CT-06292,Software,162330.18,49,Critical,270,12,55,8.3,0,1,5,Europe,1
CT-03517,Software,71442.32,74,Critical,60,4,38,9.2,1,1,16,LATAM,0
CT-00275,Hardware,73002.97,61,Low,60,7,44,4.1,0,1,2,Europe,0
CT-02460,Software,239605.44,83,Medium,270,2,45,3.8,1,1,16,Europe,0
CT-01460,Software,83960.11,63,High,270,10,4,2.8,0,0,11,North America,1
CT-02857,Hardware,27415.43,48,Medium,45,15,19,9.4,0,0,6,LATAM,1
CT-02658,Hardware,15368.35,68,Critical,90,9,3,7.3,3,0,7,Europe,1
CT-00829,Software,36981.7,59,High,270,11,6,3.0,1,1,0,Asia,1
CT-00749,Software,4419.52,46,High,60,3,33,6.8,0,1,9,North America,1
CT-05513,Networking,484481.37,97,Medium,120,13,30,7.5,2,0,18,Europe,0
CT-04398,Software,19836.83,63,Critical,270,14,18,7.0,0,0,16,LATAM,0
CT-05282,Hardware,91868.81,67,High,90,1,42,5.8,3,0,16,LATAM,1
CT-02779,Software,124791.99,61,Critical,90,9,26,7.3,0,1,18,LATAM,0
CT-05864,Hardware,44718.61,68,Critical,90,3,12,4.7,0,0,5,Europe,1
CT-01657,Hardware,86688.92,70,Low,30,9,52,6.6,0,0,4,Europe,0
CT-04403,Software,58217.85,72,Critical,120,1,23,4.6,0,0,20,Asia,1
CT-02600,Networking,105352.11,43,Critical,45,11,46,8.2,0,0,14,Europe,0
CT-04925,Networking,203013.18,60,Low,30,1,28,5.7,0,0,13,LATAM,0
CT-07069,Cloud License,265231.42,93,Medium,365,13,13,7.0,0,1,16,Asia,1
CT-06785,Cloud License,4147.91,60,Medium,30,9,6,7.0,0,1,4,Asia,0
CT-06141,Services,100329.2,58,Critical,60,5,5,8.2,0,1,4,North America,1
CT-03946,Software,11800.81,75,High,45,13,56,6.4,2,1,13,North America,1
CT-06645,Software,193627.33,17,Low,45,9,31,5.2,1,1,19,LATAM,1
CT-07085,Software,120451.18,59,Medium,45,1,32,4.0,3,0,9,North America,0
CT-06873,Software,48574.43,33,Low,45,8,33,4.1,1,1,10,North America,1
CT-01680,Hardware,60311.27,32,Medium,180,1,46,8.4,0,1,0,LATAM,0
CT-03142,Cloud License,68165.01,49,High,90,4,45,4.8,0,1,9,Europe,0
CT-00783,Software,78123.07,31,Low,180,2,17,7.2,0,1,7,Asia,0
CT-06006,Cloud License,62869.77,45,Critical,365,1,34,5.6,2,1,19,North America,0
CT-06604,Networking,17315.73,39,Critical,180,6,44,3.5,0,1,3,LATAM,1
CT-06251,Software,55475.14,66,Low,45,12,41,6.4,2,0,14,LATAM,0
CT-01578,Networking,36233.12,58,Low,90,2,11,10.0,0,0,9,North America,0
CT-04909,Software,44791.87,45,Medium,270,13,8,7.3,1,0,20,Europe,1
CT-02191,Cloud License,12822.14,50,Critical,90,1,43,5.9,2,0,9,North America,0
CT-03204,Software,3903.27,63,Medium,180,9,14,3.7,3,1,12,Europe,1
CT-07686,Cloud License,14129.36,65,Low,90,7,21,8.1,0,0,5,Europe,0
CT-02832,Software,19962.46,58,Critical,30,7,50,7.2,1,1,7,North America,1
